,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title.1,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Action,Adventure,Fantasy,Sci-Fi,Thriller,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Documentary,Short,Film-Noir
1115,Asger Leth,258,102,20,54.0,Mandy Gonzalez,107.0,18600911,Robert Clohessy,Man on a Ledge,125198,362,J. Smith-Cameron,6,"detective,diamond,hotel,police,rooftop",http://www.imdb.com/title/tt1568338/?ref_=fn_tt_tt_1,153,English,USA,PG-13,42000000,2012,81.0,6.6,2.35,11000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1116,David Frankel,108,100,64,296.0,Kevin Pollak,734.0,7204138,Joel McHale,The Big Year,34809,2085,JoBeth Williams,0,"alaska,birding,competition,migration,storm",http://www.imdb.com/title/tt1053810/?ref_=fn_tt_tt_1,125,English,USA,PG,41000000,2011,574.0,6.2,2.35,11000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,John G. Avildsen,81,126,80,225.0,William Zabka,668.0,90800000,Martin Kove,The Karate Kid,126907,2004,William Bassett,0,"apartment,bully,fight,karate,master",http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,235,English,USA,PG,8000000,1984,641.0,7.2,1.85,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1118,David O. Russell,538,138,737,14000.0,Christian Bale,34000.0,150117807,Jennifer Lawrence,American Hustle,358416,83012,Bradley Cooper,5,"based on true story,con artist,drunk wife,fbi investigation,scam",http://www.imdb.com/title/tt1800241/?ref_=fn_tt_tt_1,751,English,USA,R,40000000,2013,23000.0,7.3,2.35,63000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1119,Anne Fletcher,224,108,98,723.0,Denis O'Hare,16000.0,163947053,Ryan Reynolds,The Proposal,227824,18656,Craig T. Nelson,1,"alaska,deportation,father son relationship,male objectification,sitka alaska",http://www.imdb.com/title/tt1041829/?ref_=fn_tt_tt_1,273,English,USA,PG-13,40000000,2009,896.0,6.7,2.35,10000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1120,Bruce Beresford,129,105,78,298.0,Annabeth Gish,984.0,116735231,Bruce Greenwood,Double Jeopardy,56646,2129,Bruce Campbell,0,"blood,murder,sex scene,wrongful arrest,wrongful conviction",http://www.imdb.com/title/tt0150377/?ref_=fn_tt_tt_1,336,English,USA,R,70000000,1999,489.0,6.4,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1121,Robert Zemeckis,125,108,0,690.0,Jeffrey Weissman,1000.0,118500000,Lea Thompson,Back to the Future Part II,340085,3660,Thomas F. Wilson,0,"alternate timeline,same actor playing two characters simultaneously on screen,second part,year 2015,younger version of character",http://www.imdb.com/title/tt0096874/?ref_=fn_tt_tt_1,327,English,USA,PG,40000000,1989,869.0,7.8,1.85,12000,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,Luc Besson,433,89,0,903.0,Morgan Freeman,19000.0,126546825,Scarlett Johansson,Lucy,327367,32325,Amr Waked,0,"brain capacity,drugs,fictional drug,one woman army,tough girl",http://www.imdb.com/title/tt2872732/?ref_=fn_tt_tt_1,918,English,France,R,40000000,2014,11000.0,6.4,2.35,83000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,Sam Taylor-Johnson,362,129,456,716.0,Luke Grimes,1000.0,166147885,Jennifer Ehle,Fifty Shades of Grey,220020,4585,Callum Rennie,0,"female frontal nudity,female nudity,perversion,sex scene,spanking",http://www.imdb.com/title/tt2322441/?ref_=fn_tt_tt_1,1360,English,USA,R,40000000,2015,935.0,4.1,2.35,101000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1124,Robert Rodriguez,93,84,0,2000.0,Salma Hayek,13000.0,111760631,Sylvester Stallone,Spy Kids 3-D: Game Over,40227,22935,Alexa PenaVega,3,"mission,spy,surfing,trapped,virtual reality",http://www.imdb.com/title/tt0338459/?ref_=fn_tt_tt_1,188,English,USA,PG,38000000,2003,4000.0,4.1,1.85,681,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,Joel Schumacher,71,149,541,1000.0,Matthew McConaughey,18000.0,108706165,Kevin Spacey,A Time to Kill,99558,31349,Oliver Platt,3,"african american,court,law,mississippi,trial",http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1,236,English,USA,R,40000000,1996,11000.0,7.4,2.35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1126,Shawn Levy,104,94,189,597.0,Alyson Stoner,3000.0,138614544,Tom Welling,Cheaper by the Dozen,75152,7014,Bonnie Hunt,15,"9 year old,house,illinois,new job,vomiting",http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1,288,English,USA,PG,40000000,2003,2000.0,5.8,1.85,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,Peter Berg,319,121,532,127.0,Scott Elrod,480.0,125069696,Jerry Ferrara,Lone Survivor,203963,1261,Dan Bilzerian,0,"courage,navy seal,outnumbered,shot multiple times,survival",http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1,420,English,USA,R,40000000,2013,449.0,7.6,2.35,58000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1128,Penny Marshall,41,128,545,251.0,Lori Petty,15000.0,107458785,Tom Hanks,A League of Their Own,71754,16751,Rosie O'Donnell,3,"baseball,friend,oregon,rivalry,softball",http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1,166,English,USA,PG,40000000,1992,923.0,7.2,2.35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1129,James Wan,300,134,0,336.0,Frances O'Connor,1000.0,102310175,Javier Botet,The Conjuring 2,64989,2676,Robin Atkin Downes,0,"based on supposedly true story,house,paranormal investigating,psychic,second part",http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1,279,English,USA,R,40000000,2016,575.0,7.8,2.35,40000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1130,David Fincher,556,120,21000,81.0,Dustin Fitzsimons,10000.0,96917897,Andrew Garfield,The Social Network,479453,10555,Marcella Lentz-Pope,0,"competitiveness,creator,entrepreneur,facebook,intellectual property",http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,696,English,USA,PG-13,40000000,2010,349.0,7.7,2.35,74000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1131,Ken Kwapis,161,129,42,49.0,Sabrina Revelle,97.0,93952276,Carmen Perez,He's Just Not That Into You,132048,318,Sachiko Ishida,7,"advertising,bar,dating,lingerie slip,six word title",http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1,203,English,USA,PG-13,40000000,2009,50.0,6.4,2.35,12000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1132,David Zucker,151,89,119,807.0,Carmen Electra,2000.0,90703745,Beau Mirchoff,Scary Movie 4,93748,5855,Regina Hall,8,"female nudity,male nudity,parody,reference to myspace,sequel",http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1,410,English,USA,PG-13,45000000,2006,869.0,5.1,1.85,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,Wes Craven,212,116,0,71.0,Roger Jackson,287.0,89138076,Kelly Rutherford,Scream 3,98535,600,Nancy O'Dell,4,"death,ghostface,murder,scream,survivor",http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1,734,English,USA,R,40000000,2000,157.0,5.5,2.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1134,Robert Zemeckis,111,118,0,690.0,Jeffrey Weissman,1000.0,87666629,Lea Thompson,Back to the Future Part III,283480,3986,Thomas F. Wilson,0,"band,dog,letter,time machine,tombstone",http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,263,English,USA,PG,40000000,1990,869.0,7.4,1.37,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1135,Etan Cohen,173,107,164,723.0,Alison Brie,8000.0,90353764,Will Ferrell,Get Hard,85629,12556,Craig T. Nelson,2,"camera focus on female butt,gay bar,millionaire,singing in a car,two word title",http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,144,English,USA,R,40000000,2015,2000.0,6.0,1.85,14000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1136,Francis Ford Coppola,181,155,0,10000.0,Anthony Hopkins,18000.0,82522790,Keanu Reeves,Bram Stoker's Dracula,143835,42220,Gary Oldman,0,"dracula,horror movie remake,maze,monster sex,vampire",http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1,654,English,USA,R,40000000,1992,12000.0,7.5,1.85,14000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1137,Nora Ephron,252,123,0,923.0,Mary Lynn Rajskub,11000.0,94125426,Meryl Streep,Julie & Julia,79264,13321,Vanessa Ferlito,2,"american,blog,book,cook,cooking",http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1,277,English,USA,PG-13,40000000,2009,935.0,7.0,1.85,13000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1138,Brian Helgeland,216,128,241,898.0,Christopher Meloni,11000.0,95001343,Harrison Ford,42,66511,16911,Nicole Beharie,0,"baseball,baseball player,brooklyn dodgers,major league baseball,racism",http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,200,English,USA,PG-13,40000000,2013,3000.0,7.5,2.35,28000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1139,Anthony Minghella,203,139,333,1000.0,Matt Damon,22000.0,81292135,Philip Seymour Hoffman,The Talented Mr. Ripley,137891,36810,Jack Davenport,1,"1950s,italy,mistaken identity,nudity,sociopath",http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1,696,English,USA,R,40000000,1999,13000.0,7.3,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1140,Bobby Farrelly,218,109,101,839.0,Kathleen Turner,13000.0,86208010,Bill Murray,Dumb and Dumber To,97045,16179,Rob Riggle,1,"adoption,highway travel,road trip,sequel,stupidity",http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,285,English,USA,PG-13,35000000,2014,899.0,5.7,1.85,55000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,Frank Marshall,118,120,155,249.0,Bruce Greenwood,23000.0,81593527,Paul Walker,Eight Below,48806,24300,Wendy Crewson,1,"antarctica,dog,siberian husky,sled dog,survival",http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1,263,English,USA,PG,40000000,2006,984.0,7.3,2.35,11000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1142,Nancy Meyers,241,121,278,808.0,Anne Hathaway,22000.0,75274748,Robert De Niro,The Intern,130661,36010,Rene Russo,2,"reference to ben affleck,reference to brad pitt,reference to george clooney,reference to jack nicholson,website",http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1,304,English,USA,PG-13,35000000,2015,11000.0,7.2,1.85,54000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1143,Tim Story,119,102,167,655.0,Nadine Velazquez,2000.0,90835030,Olivia Munn,Ride Along 2,28621,5178,Bruce McGill,0,"computer hacker,crime boss,detective,drugs,wedding",http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,58,English,USA,PG-13,40000000,2016,874.0,5.9,2.35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,Michael Mann,89,117,0,322.0,Terry Kinney,855.0,72455275,Wes Studi,The Last of the Mohicans,113068,2144,Eric Schweig,1,"18th century,based on novel,colonel,french and indian war,revenge",http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1,382,English,USA,R,40000000,1992,363.0,7.8,2.35,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1145,Taylor Hackford,209,178,138,748.0,Curtis Armstrong,904.0,75305995,Bokeem Woodbine,Ray,110394,5074,Harry Lennix,0,"1950s,1960s,racism,rhythm and blues,singer",http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,433,English,USA,PG-13,40000000,2004,876.0,7.7,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1146,Frank Miller,374,147,436,175.0,Powers Boothe,3000.0,74098862,Rosario Dawson,Sin City,656640,3924,Jason Douglas,1,"anthology,corruption,hearing characters thoughts,neo noir,night",http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1,1732,English,USA,R,40000000,2005,472.0,8.1,1.85,13000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1147,Pete Travis,235,90,38,882.0,Edgar Ramírez,2000.0,72266306,Dennis Quaid,Vantage Point,127528,6775,William Hurt,4,"explosion,multiple perspectives,president,secret service,shooting",http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1,422,English,USA,PG-13,40000000,2008,897.0,6.6,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1148,John Hamburg,215,105,29,257.0,Jon Favreau,24000.0,71347010,J.K. Simmons,"I Love You, Man",166194,28928,Jane Curtin,2,"bromance,friend,gay brother,homosexual subtext,wedding",http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1,215,English,USA,R,40000000,2009,4000.0,7.1,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,Bobby Farrelly,109,114,101,398.0,Bruce McGill,700.0,70836296,Jason Alexander,Shallow Hal,109445,2842,Susan Ward,2,"dying,friend,inner beauty,love,self help guru",http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1,426,English,USA,PG-13,40000000,2001,655.0,5.9,1.85,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1150,Oliver Stone,125,206,0,4.0,Jay O. Sanders,433.0,70405498,Sally Kirkland,JFK,113472,698,Cheryl Penland,1,"death,gay slur,homosexuality,investigation,president",http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1,442,English,France,R,40000000,1991,256.0,8.0,2.35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1151,John Whitesell,65,99,14,633.0,Nia Long,17000.0,70163652,Chloë Grace Moretz,Big Momma's House 2,31968,19334,Marisol Nichols,0,"cheerleading,fbi,fbi agent,nanny,undercover",http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1,82,English,USA,PG-13,40000000,2006,826.0,4.6,1.85,663,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1152,Gore Verbinski,125,123,563,8000.0,Brad Pitt,24000.0,66808615,J.K. Simmons,The Mexican,87351,43917,Julia Roberts,0,"curse,hostage,mexico,pistol,vomiting",http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1,344,English,USA,R,34000000,2001,11000.0,6.1,2.35,2000,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1153,Angelina Jolie Pitt,322,137,11000,465.0,Jack O'Connell,769.0,115603980,Finn Wittrock,Unbroken,103589,2938,Alex Russell,0,"emaciation,male nudity,plane crash,prisoner of war,torture",http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,351,English,USA,PG-13,65000000,2014,698.0,7.2,2.35,35000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1154,Burr Steers,191,102,23,651.0,Hunter Parrish,2000.0,64149837,Matthew Perry,17 Again,146899,7009,Thomas Lennon,1,"adult as child,father son relationship,high school student,janitor,school",http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,185,English,USA,PG-13,20000000,2009,2000.0,6.4,2.35,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1155,Nick Cassavetes,191,109,415,119.0,Kate Upton,982.0,83906114,Don Johnson,The Other Woman,104481,2357,David Thornton,2,"beach house,blonde bombshell,cheating husband,revenge,wife meets mistress",http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1,189,English,USA,PG-13,40000000,2014,971.0,6.0,2.35,16000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,David R. Ellis,221,82,160,748.0,Andrew Fiscella,164000.0,66466372,Krista Allen,The Final Destination,75345,303717,Shantel VanSanten,0,"attempted suicide,car crash,collapsing scaffold,overflowing bathtub,tooth knocked out",http://www.imdb.com/title/tt1144884/?ref_=fn_tt_tt_1,290,English,USA,R,40000000,2009,137000.0,5.2,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1157,Steven Spielberg,459,142,14000,423.0,Mark Rylance,15000.0,72306065,Tom Hanks,Bridge of Spies,178118,16944,Amy Ryan,0,"cia,cold war,lawyer,negotiation,spy",http://www.imdb.com/title/tt3682448/?ref_=fn_tt_tt_1,355,English,USA,PG-13,40000000,2015,535.0,7.6,2.35,55000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1158,John Moore,131,106,212,389.0,David Keith,578.0,59068786,Joaquim de Almeida,Behind Enemy Lines,86902,2544,Sam Jaeger,2,"battle,massacre,navigator,navy,rescue",http://www.imdb.com/title/tt0159273/?ref_=fn_tt_tt_1,411,English,USA,PG-13,40000000,2001,563.0,6.4,2.35,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1159,Peter Chelsom,118,106,23,418.0,Nick Cannon,1000.0,57887882,Lisa Ann Walter,Shall We Dance,35508,2325,Omar Benson Miller,2,"dance,dance competition,dance lesson,love,teacher",http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1,211,English,USA,PG-13,50000000,2004,593.0,6.1,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1160,Joe Dante,100,108,287,823.0,Denis Leary,4000.0,53955614,Kirsten Dunst,Small Soldiers,77415,8610,Robert Picardo,0,"action figure,battle,computer,military,toy",http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1,139,English,USA,PG-13,40000000,1998,835.0,6.1,2.35,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,Mark A.Z. Dippé,70,98,20,968.0,Frank Welker,2000.0,54967359,Michael Jai White,Spawn,52805,7039,Miko Hughes,0,"based on comic,based on comic book,dark hero,image comics,superhero",http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1,209,English,USA,R,40000000,1997,2000.0,5.2,1.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1162,Kevin Reynolds,138,131,58,720.0,James Frain,15000.0,54228104,Henry Cavill,The Count of Monte Cristo,104991,17152,Michael Wincott,1,"count,escape,island,revenge,sailor",http://www.imdb.com/title/tt0245844/?ref_=fn_tt_tt_1,544,English,UK,PG-13,35000000,2002,1000.0,7.7,1.85,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1163,Brad Furman,274,118,65,638.0,Margarita Levieva,11000.0,57981889,Matthew McConaughey,The Lincoln Lawyer,173848,13943,Frances Fisher,1,"defense attorney,defense lawyer,lawyer,plot twist,prostitute",http://www.imdb.com/title/tt1189340/?ref_=fn_tt_tt_1,203,English,USA,R,40000000,2011,980.0,7.3,2.35,25000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1164,Jaume Collet-Serra,349,113,174,767.0,Frank Langella,14000.0,61094903,Liam Neeson,Unknown,210542,17152,Aidan Quinn,3,"agriculture,airport,amnesia,nurse,scientist",http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1,332,English,UK,PG-13,30000000,2011,903.0,6.9,2.35,29000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1165,Christopher Nolan,341,130,22000,19000.0,Hugh Jackman,23000.0,53082743,Christian Bale,The Prestige,844052,63986,Scarlett Johansson,1,"illusion,magician,obsession,rivalry,secret",http://www.imdb.com/title/tt0482571/?ref_=fn_tt_tt_1,1100,English,USA,PG-13,40000000,2006,20000.0,8.5,2.35,49000,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1166,Sean Anders,196,116,51,465.0,Christoph Waltz,18000.0,54414716,Kevin Spacey,Horrible Bosses 2,114294,30571,Lindsay Sloane,7,"kidnapping,reference to franz beckenbauer,scene during end credits,second part,singing in a car",http://www.imdb.com/title/tt2170439/?ref_=fn_tt_tt_1,187,English,USA,R,42000000,2014,11000.0,6.3,2.35,12000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1167,Cal Brunker,83,89,7,91.0,Paul Scheer,3000.0,57011847,Brendan Fraser,Escape from Planet Earth,20615,3361,Jonathan Morgan Heit,2,"alien,cult film,mission control,product placement,rescue",http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,44,English,USA,PG,40000000,2013,190.0,5.9,2.35,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,Mel Gibson,283,139,0,19.0,Dalia Hernández,708.0,50859889,Rudy Youngblood,Apocalypto,236000,848,Jonathan Brewer,0,"jaguar,mayan,solar eclipse,tribe,village",http://www.imdb.com/title/tt0472043/?ref_=fn_tt_tt_1,1043,Maya,USA,R,40000000,2006,78.0,7.8,1.85,14000,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1169,John Glen,105,130,46,162.0,Desmond Llewelyn,387.0,51185897,Joe Don Baker,The Living Daylights,69457,1233,Art Malik,1,"british agent,defection,escape,kgb,soviet general",http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1,271,English,UK,PG,30000000,1987,244.0,6.7,2.35,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,Nimród Antal,351,107,190,520.0,Alice Braga,2000.0,52000688,Topher Grace,Predators,171418,4243,Derek Mears,0,"kicked in the face,martial arts,punched in the face,strong female character,woman punching a man",http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1,619,English,USA,R,40000000,2010,1000.0,6.4,2.35,17000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,Ivan Reitman,16,116,425,204.0,Debra Winger,954.0,49851591,Brian Dennehy,Legal Eagles,7900,2179,Roscoe Lee Browne,3,"judicial,judiciary,lawyer,murder,painting",http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1,34,English,USA,PG,40000000,1986,568.0,5.9,2.35,263,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1172,David Koepp,195,96,192,501.0,Charles S. Dutton,40000.0,47781388,Johnny Depp,Secret Window,147504,41293,Timothy Hutton,1,"adultery,extramarital affair,infidelity,unfaithfulness,writer",http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1,531,English,USA,PG-13,40000000,2004,534.0,6.6,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1173,Alejandro Agresti,175,99,18,211.0,Dylan Walsh,18000.0,52320979,Keanu Reeves,The Lake House,114321,18693,Ebon Moss-Bachrach,0,"house,lake,letter,love across time,parallel time",http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1,548,English,USA,PG,40000000,2006,426.0,6.8,2.35,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1174,Iain Softley,193,104,34,280.0,Deneen Tyler,545.0,47806295,Gena Rowlands,The Skeleton Key,87447,1274,Joy Bryant,0,"attic,bound and gagged,hoodoo,secret,southern gothic",http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,371,English,USA,PG-13,43000000,2005,351.0,6.5,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1175,Peter Hedges,169,105,54,988.0,Odeya Rush,3000.0,51853450,Jennifer Garner,The Odd Life of Timothy Green,37398,9069,Common,0,"dodgeball,portrait,soccer,soccer game,young love",http://www.imdb.com/title/tt1462769/?ref_=fn_tt_tt_1,110,English,USA,PG,25000000,2012,2000.0,6.6,1.85,11000,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1176,Paul Weiland,128,101,10,681.0,Beau Garrett,1000.0,46012734,Busy Philipps,Made of Honor,54421,4298,Kevin Sussman,2,"friend,love,maid,maid of honor,marriage",http://www.imdb.com/title/tt0866439/?ref_=fn_tt_tt_1,101,English,USA,PG-13,40000000,2008,689.0,5.8,2.35,3000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,Clint Eastwood,249,134,16000,235.0,Steve Schirripa,880.0,47034272,Johnny Cannizzaro,Jersey Boys,25465,2281,Scott Vance,1,"band,music group,musical quartet,singer,song",http://www.imdb.com/title/tt1742044/?ref_=fn_tt_tt_1,190,English,USA,R,40000000,2014,413.0,6.9,2.35,16000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
1178,Francis Ford Coppola,91,135,0,913.0,Dean Stockwell,13000.0,45856732,Matt Damon,The Rainmaker,46221,16762,Virginia Madsen,1,"courtroom,domestic violence,insurance company,lawyer,underdog",http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1,141,English,USA,PG-13,40000000,1997,936.0,7.1,2.35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1179,Mathieu Kassovitz,207,98,326,416.0,Charles S. Dutton,21000.0,59588068,Robert Downey Jr.,Gothika,89557,22318,Bernard Hill,1,"memory,murder,patient,psychiatrist,the devil",http://www.imdb.com/title/tt0348836/?ref_=fn_tt_tt_1,376,English,USA,R,40000000,2003,534.0,5.8,1.85,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
